"address","location/lat","location/lng","name","numberOfGuests","pricing/rate/amount","pricing/rate/amount_formatted","pricing/rate/currency","pricing/rate/is_micros_accuracy","pricing/rate_type","pricing/rate_with_service_fee/amount","pricing/rate_with_service_fee/amount_formatted","pricing/rate_with_service_fee/currency","pricing/rate_with_service_fee/is_micros_accuracy","roomType","stars","url"
"Paris, Île-de-France, France","48.88775","2.35258","Amazing studio near Montmartre - Mobility lease !","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire loft","5","https://www.airbnb.com/rooms/41288976"
"Paris, Île-de-France, France","48.88828","2.36101","Beautiful studio in the heart of Paris !","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/25095714"
"Paris, Île-de-France, France","48.85767","2.30432","Petit studio paris 7","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/45324387"
"Paris, Île-de-France, France","48.87092","2.31188","Best Flat Champs Elysées","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/43420644"
"Paris, Île-de-France, France","48.86045","2.33877","Amazing Flat near LOUVRE & OPERA","3","79","€79","EUR","false","nightly","79","€79","EUR","false","Private room in rental unit","4.5","https://www.airbnb.com/rooms/20734354"
"Paris, Île-de-France, France","48.88224","2.33744","Short Tem Rental Paris Apartment - Views 360°","4","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/905766"
"Paris, Île-de-France, France","48.86749","2.36433","Beautiful, Spacious and Centrally Located Studio","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/1666262"
"Paris, Île-de-France, France","48.8323","2.32368","Montparnasse Studio","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/49027790"
"Paris, Île-de-France, France","48.83199","2.36726","Studio cosy sur Paris 13","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/49703933"
"Paris, Île-de-France, France","48.86148","2.37193","ARTIST'S LOFT BASTILLE MARAIS","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/6463848"
"Paris, Île-de-France, France","48.87008","2.39134","Studio in Le Bellevue","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Room in aparthotel","5","https://www.airbnb.com/rooms/53904918"
"Paris, Île-de-France, France","48.865","2.349","Center Paris Montorgueil Studio 30m2 Calm","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/17633890"
"Paris, Ãle-de-France, France","48.86911","2.34807","Charming 2-room apt. in Montorgueil","3","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/4880575"
"Paris, Île-de-France, France","48.86659","2.3584","Charming studio in the Marais Quiet","2","73","€73","EUR","false","nightly","73","€73","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/22731377"
"Paris, Île-de-France, France","48.88147","2.33651","STUDIO AVEC VUE sur Sacré Coeur !","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/6850973"
"Paris, Île-de-France, France","48.8658","2.3494","Heart of Paris (Montorgueil Paris 2","2","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/23554444"
"Paris, Île-de-France, France","48.85661","2.39052","Joli studio, lumineux, fonctionnel et propre","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/18206818"
"Paris, Île-de-France, France","48.87432","2.35449","Chambre et salle de bain privée, Centre Paris","2","74","€74","EUR","false","nightly","74","€74","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/53777294"
"Paris, Île-de-France, France","48.85865","2.36977","Spacious studio apartment in Bastille/Marais, Place des Vosges","3","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/787167"
"Paris, Île-de-France, France","48.85254","2.35313","❤️ Unique studio with Seine view- 4 ppl. ❤️","4","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/37344100"
"Paris, Île-de-France, France","48.886","2.357","Brooklyn in Paris (20 min walk from Monmartre)","2","73","€73","EUR","false","nightly","73","€73","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/50759444"
"Paris, Île-de-France, France","48.86732","2.35021","Superbe Studio in the Heart of Paris","2","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/49354966"
"Paris, Île-de-France, France","48.85106","2.37243","Charming studio in a courtyard in Paris","2","73","€73","EUR","false","nightly","73","€73","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/16343031"
"Paris, Île-de-France, France","48.8617","2.36015","Studio Central (Marais)","2","73","€73","EUR","false","nightly","73","€73","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/50329435"
"Paris, Île-de-France, France","48.84822","2.3689","Yuxi's Cozy room near Gare de lyon and Seine River","2","74","€74","EUR","false","nightly","74","€74","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/47756865"
"Ivry-sur-Seine, Île-de-France, France","48.81609","2.36697","Studio tout équipé à proximité du métro","2","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire serviced apartment","4.5","https://www.airbnb.com/rooms/46254918"
"Paris, Île-de-France, France","48.85826","2.35246","Charming apartment in the heart of the Marais district","3","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/16687693"
"Ivry-sur-Seine, Île-de-France, France","48.81524","2.36895","Studio lit Double - Proche métro ligne 7","2","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire serviced apartment","4","https://www.airbnb.com/rooms/46255907"
"Paris, Île-de-France, France","48.85249","2.34525","Quiet & Cozy Studio in Latin Quarter","2","73","€73","EUR","false","nightly","73","€73","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/12007206"
"Paris, Île-de-France, France","48.88739","2.34433","Montmartre, Amazing view on the Sacré cœur !","4","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/52278717"
"Paris, Île-de-France, France","48.84885","2.29608","Beautiful apartment near Eiffel Tower","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/47916218"
"Paris, Île-de-France, France","48.84458","2.38002","Très beau 2 pièces proche Bastille-Gare de Lyon","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/13709486"
"Paris, Île-de-France, France","48.88467","2.35272","lovely apartment near sacré cœur","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/30283678"
"Paris, Île-de-France, France","48.87278","2.3947","Studio with Panoramic view of Paris","3","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/1070274"
"Paris, Île-de-France, France","48.88571","2.34964","Studio Sacré Cœur - Ramey - Château Rouge - Barbes","2","66","€66","EUR","false","nightly","66","€66","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/35762367"
"Paris, Île-de-France, France","48.84296","2.32669","Cozy Flat At Paris Montparnasse","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/54212392"
"Paris, Île-de-France, France","48.86175","2.34083","Adorable appartement au coeur de Paris","2","73","€73","EUR","false","nightly","73","€73","EUR","false","Entire rental unit","4","https://www.airbnb.com/rooms/39625603"
"Paris, Île-de-France, France","48.84094","2.35185","Bel appartement typique parisien quartier latin","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/5770910"
"Paris, Île-de-France, France","48.8633","2.34754","THE PERFECT CENTER  IN THE HEART OF PARIS","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/53222661"
"Paris, Île-de-France, France","48.84356","2.35108","Charmant appartement ou cœur du quartier Latin","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/47404047"
"Paris, Île-de-France, France","48.85315","2.38127","★ Cosy Apartment in the trendy Faidherbe","2","74","€74","EUR","false","nightly","74","€74","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/25566737"
"Paris, Île-de-France, France","48.89535","2.31731","Charmant studio lumineux proche des BATIGNOLLES","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/31376624"
"Paris, Île-de-France, France","48.86677","2.35076","Superbe appartement au coeur de Paris (2e)","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/50123449"
"Paris, Île-de-France, France","48.85083","2.37091","Lovely studio in the heart of Paris/Bastille","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/15387349"
"Paris, Île-de-France, France","48.8491","2.28421","Beaugrenelle Eiffel","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Private room in rental unit","5","https://www.airbnb.com/rooms/27949491"
"Paris, Île-de-France, France","48.88067","2.36186","Guestroom Parisian flat - gare l'Est/ gare du Nord","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/53040467"
"Paris, Île-de-France, France","48.83428","2.34594","Appartement privé dans Paris Les Gobelins","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/51998458"
"Paris, Île-de-France, France","48.88156","2.32386","Charming, quiet and bright studio view Montmartre","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/25312836"
"Paris, Île-de-France, France","48.865","2.369","Paris centre quartier Oberkampf appartement équipé","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/24846322"
"Paris, Île-de-France, France","48.86717","2.34844","Downtown Appartement Paris ZIP-75002","1","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/53332743"
"Paris, Île-de-France, France","48.85359","2.36756","Studio Apartment close to Place des Vosges","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit",,"https://www.airbnb.com/rooms/54113921"
"Paris, Île-de-France, France","48.8639","2.35582","Le Marais New Studio","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/18781913"
"Paris, Île-de-France, France","48.82931","2.34845","L'autre Studio 100 % Indépendant  Rive Gauche","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Private room in bed and breakfast","5","https://www.airbnb.com/rooms/8790038"
"Paris, Île-de-France, France","48.84611","2.34768","2 pièces au cœur du quartier latin","2","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/14164850"
"Paris, Île-de-France, France","48.88372","2.31621","Petit nid pour amoureux ;-)","2","78","€78","EUR","false","nightly","78","€78","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/44082945"
"Paris, Île-de-France, France","48.87052","2.34873","Charming tiny studio in the center of Paris","2","79","€79","EUR","false","nightly","79","€79","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/41289471"
"Paris, Île-de-France, France","48.84803","2.37888","Studio cosy, clair, calme, 23m2","2","65","€65","EUR","false","nightly","65","€65","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/18622832"
"Paris, Île-de-France, France","48.87077","2.36722","Studio avec terrasses au Canal Saint Martin","1","75","€75","EUR","false","nightly","75","€75","EUR","false","Entire rental unit","5","https://www.airbnb.com/rooms/21188188"
"Paris, Île-de-France, France","48.8418","2.30676","Studio with view","2","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire condo","4.5","https://www.airbnb.com/rooms/50618734"
"Paris, Île-de-France, France","48.86182","2.34912","Terrace studio in heart of Paris","4","77","€77","EUR","false","nightly","77","€77","EUR","false","Entire rental unit","4.5","https://www.airbnb.com/rooms/2041844"
